,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
ce88e3e0-b429-43c9-8aed-a11b846bdbfc,1165.6863905094003,1044.710024209614,981.3596631639037,888.9514647067425,871.34917150175,969.6296398750671,1235.5655134597212,1441.0419520085218,1521.140878043441,1607.9466988551217,1614.5825877704906,1623.567832062203,1597.7711531680443,1550.166786292291,1479.4814028248397,1473.0230838807827,1556.7915405864767,1574.1480098824957,1604.7482258641865,1611.1966563643748,1686.4483965268034,1695.157823421322,1609.5523014150167,1421.223163799492,1211.512139650456,1077.1599727947628,1010.5023875576748,920.1105445442828,901.2458599180039,999.2564099655873,1258.9880291583088,1466.1212275557748,1531.711063857706,1629.0917102725155,1627.1798456425763,1631.4123780973455,1607.3439079115524,1566.7327669989434,1492.1144540213086,1493.8143170843364,1577.5981123342842,1586.3200583378707,1616.8284423030082,1624.6778857847075,1709.5095545627755,1719.059877838471,1647.874717073088,1466.0504007187305,1253.4192799913794,1119.4483947448743,1046.0971516307757,962.0210524086276,941.1498993425819,1041.144788014727,1296.9276648551697,1504.8429848278654,1558.1347685468484,1656.5531684585947,1643.0753210698024,1647.4143152010604,1612.998532122332,1584.3566221700175,1509.2319781406586,1512.325586560189,1580.4691399582618,1588.1472959917137,1612.9763947135486,1630.0596706259296,1722.7557085036717,1726.9960174439207,1664.7672776742515,1494.8348360653924
3bd4cf70-f1a9-40f1-9ac1-66c7af0bfd3a,589.9398630973621,596.4096247489933,598.9686194866323,593.5845126087801,580.3978000332675,584.5550779826563,599.3294450187183,599.9341583755428,641.8025210215127,599.9693999990511,593.9460074476428,596.8868612784419,585.3399047438407,584.785214667738,571.3778981259838,576.1574748598588,578.155826382031,584.533577508515,583.2213016646297,574.8255028534774,593.186112895283,602.312494983973,585.9259996163709,581.0803798792888,585.9388662019637,591.9457204889623,594.6503968154517,590.1355097717709,575.8532761397391,578.1907409352463,590.4414186382019,587.2727317131584,638.0978697640422,591.1371084201935,580.5778517823047,581.6740247069774,572.2207351937202,566.5710942727983,554.2470181988098,559.3989824578122,566.0180319290944,572.567333456823,573.0962764490595,564.6335522357554,582.2935291576773,597.3123394053549,581.7461970550803,580.0869041178422,579.4315745505737,585.0292520525234,586.4894990086227,582.1078322713855,567.5330101338785,569.412664378083,580.0955024818727,576.633384085813,627.3544864110618,581.0845269066227,570.0062800978964,572.3995071832354,562.2073594409669,556.869621371757,545.3436438467239,551.1581886587098,558.3450936849204,565.7443431827237,565.8918887748202,556.7669123638058,573.8543772247583,590.5996201380492,575.8229283256399,574.7339956591769
3fb200fb-4a4b-48ff-8bc7-3efccaf8a545,115.03263189449156,31.303649940503984,28.318468299983046,26.957452240054497,26.13341436585257,27.792692725675646,27.651401473895735,27.283665394702258,29.789234509119517,31.929061501928878,31.48418190571863,391.4371998415005,30.866959129066604,390.00243102480005,200.03620131593675,388.87701884174055,390.5577814676962,821.302410618437,203.11550293740464,28.72411049621327,63.03903289962358,514.230178453016,268.5601829356251,217.92145489781853,101.69925732934624,31.550086139777076,28.28513346390104,29.99613674563706,26.36335750857872,24.007998438516633,19.656395438514906,16.6266703907471,43.096307808722365,34.89866155984785,35.81498310882727,372.62798894373174,42.27754098961757,381.32162680122485,230.71520123745762,487.29538816936065,554.7614731286944,1094.9063489997816,316.37900988441726,49.96093660252682,95.03518222982635,623.8229525431302,231.6276705787824,216.06419586613083,121.3804892904949,50.77713710061848,39.74273103626693,54.29672508766989,44.51207014889818,36.746618091728344,26.55025455732206,22.979320631216883,115.6108972318052,83.99673486866031,76.26014647120674,385.1307930580525,87.24524718183443,420.16904461604565,319.7930228632162,629.037088261781,669.377999711855,1023.9819272645508,430.918246669511,132.32143187108215,211.76075658947113,684.0896953323419,207.62644916150794,214.99445710215417
d2225740-64ec-41d8-9efe-dda467480a10,749.004693323368,736.7296351179183,789.1504615065778,697.6735338382168,701.1953438596687,725.0401434615836,843.6456996765338,908.0686389378905,997.2085020916354,997.4603593235169,1181.106310839334,1251.533239500081,1307.6034536167372,1312.8506468915873,1285.0241092874742,1272.042102036438,1334.8720626276552,1335.4870375540838,1325.6093009952276,1226.94469565739,1216.2862607027014,1111.1807569680404,944.2425991158234,819.9058780153803,751.7981547349272,740.8861110509237,797.0930942345246,710.9000552381011,717.3785964081635,736.9856959164862,851.4022102074741,910.8705948523385,996.1054602655629,981.5029800402571,1125.7888117192358,1178.7814848040987,1224.1183013412551,1223.9610598558527,1186.1545086215617,1164.5408258435143,1231.7363533038895,1227.6858430643329,1222.9079285167688,1143.376215205896,1144.754195898122,1068.7592361675897,922.3550064980782,814.8595215472775,739.3413326264435,736.4069553843332,790.8123351088599,710.8906888378422,712.3752403807495,729.2847928194776,837.107032822454,884.4584721633486,1013.5987136596268,966.6745287066658,1090.6326129244683,1131.4462524110238,1184.8795444694479,1157.1325287053824,1123.2342876207651,1101.650119539976,1181.9839255026066,1181.0388788898154,1188.108987905212,1107.9353458485818,1109.5647834547665,1055.2450855288253,906.8476109373426,810.6270765745658
27b8a6c7-35a1-45eb-b267-179705991d53,6184.26565944887,4819.468366742426,3853.9813173304697,3712.295541710575,3592.9557615488507,4305.902557680302,5716.991911187236,6698.294105504928,6629.281271238586,8311.454258615415,7815.8683888425085,8589.791270029516,7538.306613470185,8394.623386804698,8061.820152924126,8606.080284544374,7908.809321117438,8020.016864585606,7606.403024473065,7728.07023069222,8372.996081952713,9239.20966920814,8718.860482845026,7336.751136364163,6500.275685437611,5090.164248100782,4068.426724399333,3904.0108063038297,3775.54695305635,4498.098536771667,5901.180155408628,6953.670495882728,6393.7178823916065,8237.3443234351,7784.753910182288,8365.84682694449,7480.542192956889,8323.952068596767,7980.068625463116,8514.531585487392,7812.530899579156,7835.02857226976,7495.538303690914,7760.227589800861,8422.23196166947,8972.476522527411,8866.232676444924,7556.695102212436,6839.8342267692005,5356.803032043231,4330.887384216397,4154.746958313586,3997.4433877148585,4669.232303685409,5927.196445969701,6805.857962308792,6377.028510076868,8075.015310036303,7579.425485330534,8193.384842539486,7343.10963667418,8107.054034024906,7791.299644671563,8362.279079619046,7879.48739047669,7925.930060639035,7570.646816242899,7723.472675939312,8401.852582692874,9179.299976359025,9201.89346861266,7965.1612534203105
e7d6a5d2-7551-4d7a-ae7e-4d65b31501bf,151.50021395047227,125.5547316345855,114.75856993417177,111.10758393459366,109.80611490828348,127.97335632845738,159.99865964171943,186.00732960937697,179.21951817494303,190.68649194822137,165.6788723174397,158.3764413637457,151.42388271673477,141.8380541616083,136.12356225372633,140.38655464439944,137.45769284078202,137.19563914048211,141.47985586183225,150.99969113543256,154.42635417394345,173.26777337792083,177.10728184565735,167.97568834083674,152.57130881108367,126.60680420379677,115.62968527514126,112.32879358955003,111.06849254519508,128.53945246154774,158.706481542126,184.701199988854,175.55931040481204,189.4116522643453,165.42012787135386,157.60918729376186,151.0236498844334,142.74112716052434,137.36611322671345,141.88774144871783,138.16385721784889,137.4134795749383,141.42014063809046,152.19360767446693,155.55741463276743,171.65278350487077,176.18824309003023,166.69584764946973,154.18188194247873,128.08968068228924,117.20769809989002,114.39343674562961,112.95645215093772,129.31546532941798,157.00795588284964,181.16598841394827,173.68499729130346,187.22646563867548,163.8751353628448,156.97951441247113,149.72609527086516,143.03874200625495,137.7586600494645,142.88067949891092,139.4643800727094,138.82600835803655,142.1891190579837,152.2815288224489,155.8749054864347,172.27103127744243,176.41539982243285,167.0673443045607
39e40b36-b885-471b-9a03-1c730ba47725,31.909348155389655,32.48848642124079,30.90392202816539,45.13646520779662,43.3560823605551,39.12508264305452,42.45183114328837,43.20238301044192,468.05296428913437,229.00900109014742,187.71027447676218,202.1377248429017,179.25287473064057,171.1907186462904,193.7180870338918,196.3383911934768,191.68294583418603,197.58249817125656,189.15062691099502,202.1240760700517,201.59802573697323,203.8444972131541,47.349849041764834,39.40731835292418,28.0821233168898,28.427985182181715,27.8808993069898,40.04594011832331,38.280157735530324,33.68515277508622,36.047417453862515,34.86976315169687,382.998538607889,187.84335790487256,151.80742395374148,160.23115439234783,144.4273265070474,132.6873245515223,151.3996111279941,152.35503040274472,157.4252578446352,162.89226893017786,156.1442620757225,169.61315169997775,166.41093835865405,173.74231175184354,41.67999370791485,34.19325416306616,26.209152519364192,26.435850598583922,26.09341055598376,37.19399569726253,35.32372514508197,30.816469539942197,32.82265594215792,30.76784447607686,342.3821299392867,165.72899568006602,131.26020194419488,137.11883676103741,124.8346570956371,111.03307213916618,126.92518687759308,127.86633295182031,137.06291856547054,142.5838631799214,137.6573576431451,148.99862102934844,145.11113050929956,157.88760804772522,38.98345032513073,32.09243067531877
62c714cb-cd27-4f1d-996b-fa0a241f630b,373.18010928824975,282.7596569774431,246.1464792943217,209.82280280511097,218.39907920069234,287.68731783407804,511.3747506020874,814.0962684498251,947.2591336117217,1108.437251980572,1166.4110248123145,1248.1786797942843,1217.656516873632,1216.061261327054,1163.5056064191476,1155.7878690289708,1097.0266075303082,1076.4576919571014,1091.4268238724783,1147.233583079305,1192.0158341156011,993.4109973907932,699.3201108878428,568.1184285674511,359.71911497256616,280.45201972540656,252.39584711897513,214.33522427814586,221.1029202403472,284.92356190992746,494.22169339166334,735.8104915962887,905.7107589195541,1018.1008590863624,1066.1772433636106,1116.6709902425923,1118.083688872011,1058.7690909075463,1024.329953927572,1007.6428492742539,997.0130828085149,985.3074312322104,1010.1341042331799,1062.4209245332243,1076.3991892257884,939.1014622686964,667.1877679908366,539.2854163200386,351.77647620830686,279.5484879840704,263.05457093402873,214.4815324716532,222.64361003599012,281.1792009613599,484.31825023633496,693.0693319351424,819.1450932202363,934.5278757792848,1014.834216332568,1027.2379755584336,1087.0323905409525,979.9480875551537,956.4512139708834,928.4390752559095,959.1881205449544,944.3338365414135,990.8750350557151,1045.520153952562,1017.2734408100345,893.9642908164408,662.7312682463197,521.222475124168
edf614b8-4de1-479c-ae9a-46acb9dc09be,520.9830307696448,468.5491430696937,505.2823477938935,414.10569773123524,420.55419926955875,442.0079574898001,567.2464438641061,670.2141585584377,749.6859300933485,845.9701729522085,1099.624147833349,1157.192242950407,1287.100517443774,1291.6873824632112,1271.658081547747,1274.1590865363485,1407.608387043928,1375.135456178837,1387.7769799488476,1294.4544502395509,1237.6809038160775,1028.9887834018996,812.0358890718362,629.4339955226707,518.6595439163135,465.350474308661,504.2456987942293,411.15724733400515,417.3540360113309,440.04900497869335,570.7023292625058,671.4010580834677,769.4850554306362,848.8432982562308,1091.4406048804872,1154.5094178736385,1277.6886795589382,1268.076923640161,1239.9414938123687,1238.6066756321206,1393.0736120301983,1367.9973995763442,1384.0823121990416,1271.718818887125,1220.4083618741524,1047.204385226969,823.7642789395378,640.4871905185366,511.5965785873769,460.9120769359715,499.6370685766736,405.19347148023587,411.1279052072337,437.1917605019715,575.5261730848808,681.189471979217,783.0741382766349,858.9135824470767,1107.9578507096685,1172.222408754452,1302.563854876272,1280.451767711475,1252.7017961348174,1245.667807151319,1401.5068980242206,1378.9190292428464,1399.527097981222,1285.6471738193002,1230.5853271449912,1052.6471981287423,823.4857527606929,639.270707732648
97b15809-7d09-4908-8c0b-e5b3752252d8,187.7849998796075,156.46054563983574,177.21455701500224,152.19578001869027,157.58055040386054,150.43589520933836,183.01058355229654,235.60332517905232,439.2132161488331,572.7751416230461,1101.9870350981791,1499.0983488176412,1639.1769386900755,2286.4733578957002,2583.4225381583296,2908.7873778526364,2625.7325520178406,2485.566114969825,2093.149770611949,1935.707459119494,1692.9843913438556,829.3742061589934,324.3431172302901,212.67051886606447,188.35812548062486,153.66650984108276,175.9347195145563,150.75907113523456,154.57894303836517,146.45549831326767,176.4653806557199,218.04052355975983,429.54104105138947,546.9020552312421,1038.8108433017571,1409.4556920273328,1578.8535446202638,2116.525534240684,2420.838015579929,2775.9237688692006,2573.5604978710985,2427.6626749501934,2053.1338759533783,1891.4948467736415,1638.463494053733,821.1860923758501,320.1079563327198,216.52372280525296,187.91731098360052,147.29600098419345,165.4636326288553,141.95061534871448,143.38868537552497,135.96866253638092,160.6376208550812,195.36277605403313,390.8310328632624,514.3476293308528,1027.5888012462576,1522.222684016692,1655.1078326621887,2363.6728671685464,2781.1389579742013,3358.316446923349,2994.000307362164,2867.4142829385587,2313.093568508596,2055.237045251167,1758.3333503587037,854.8750595986097,315.96382693995645,217.89202684304297
